x y
704.6628141410562 1005.255674250705
1496.626836578336 500.8523888201119
701.7488924613964 998.3391264423815
106.52155454929755 1196.6973534722747
198.59794165116145 303.7234301189342
1299.6600369585603 1304.6882659250923
204.15369708420758 301.15849818353837
701.0557533852761 995.2890819836497
612.0613451680946 794.7307742686903
702.7773490695043 993.5650617060787
593.4570333050846 800.6639083818349
585.1754453921452 819.2171985220106
184.46722733856768 302.167491106193
1323.8222514638476 1312.7944299223059
892.2287303614888 1081.6229163360367
1502.3048130126629 503.95219931112916
96.6125542887142 1193.1974509621814
97.02526704513988 1204.706455157551
118.98588285115763 1208.5118949164075
94.5832656839489 1208.8995612860929
604.8386265559806 799.568768955885
601.5098295269394 786.4493203013029
606.3231321970524 789.1698872029378
1487.5642749023687 503.4720352046981
611.8964837074366 815.3007266129624
179.02078119686527 302.3173526969207
701.1379125292793 994.8296995556299
115.70731102305409 1202.6660381537545
1297.9190106526564 1295.076419941497
1515.5618417140238 513.3088570422699
918.5494440289483 1096.528698880806
101.48946811703591 1191.8786110926642
911.1464981490323 1103.060629125869
1503.864239614777 507.73966650860825
693.351452342409 988.599940105782
1301.3115748952976 1307.183611147766
74.39440021666923 1200.9471898390311
202.23607283063834 293.13171967894704
194.85653898105255 298.032265288844
1293.7781401975478 1295.5641834780902
189.04089847931095 307.6568175655834
1296.912801919097 1317.700625997813
1287.427580652559 1302.3745868220735
607.4803524428883 797.2997251993148
881.5274255107993 1095.5099149968287
90.17725764790285 1200.9528765166672
1302.5029074514978 1313.5995954716993
1501.7130124465402 504.5268972174514
906.4908766378794 1093.5824416989265
903.2666493109837 1090.721546715413
1519.3394138277497 500.2460353045896
187.98139709751607 302.1509706264274
900.2471584521124 1095.3547033718726
589.1809559067432 808.9227221459478
896.1210188698171 1092.7553743574908
1493.2793244404745 500.6661613143762
189.6145998957189 307.0259478856899
693.1750706426208 998.091817717493
702.0562792384121 1015.9324394698698
599.0883911147724 814.3947636052019
681.5716181871826 996.9695345735117
1292.2794874711697 1298.4808976529218
898.058738428937 1110.5286251983669
910.7244206195245 1093.2451515764433
204.6056144807522 302.5399515951019
1497.7250678693658 492.5693666642899
701.3953143589669 987.4296455340916
97.2096951314534 1185.574003294754
1523.0487672937918 496.70004880401507
1296.8394248969194 1291.619839630121
